Plot_ID,Latitude,Longitude,DBH,Tree_Height,Crown_Width_North_South,Crown_Width_East_West,Slope,Elevation,Soil_TN,Soil_TP,Soil_AP,Soil_AN,Menhinick_Index,Gleason_Index,Disturbance_Level,Fire_Risk_Index,Health_Status
1,24.9816047538945,-117.04069498129662,29.86203995491107,20.835683837849146,6.147962904552335,4.542719682496979,29.171562933501992,212.51841871377366,0.7230652447079217,0.457221115644334,0.18995220514101577,0.2688501279366865,2.13576580383514,4.897270548817657,0.0731750987680021,0.49967024372905344,Healthy
2,48.02857225639664,-92.06693368351493,28.462985911839983,24.307079121358424,8.248890963699877,5.260920934375193,7.7573862947324805,641.6403318702751,0.6904101743689964,0.2650534385006515,0.16979148763454463,0.07325991675651532,0.7000814244148417,1.0686919626494782,0.08947838298241739,0.7467467725125942,Unhealthy
3,39.2797576724562,-68.89379148865143,91.09418514949849,9.013101166189971,7.841448368111431,8.690926538819623,39.25775535096667,2510.6128347608333,0.10479665667672408,0.36383058455886175,0.09219618668891573,0.297665238346554,1.1058245286343475,4.790606612324356,0.6519737139229607,0.5626667806563331,Unhealthy
4,33.946339367881464,-78.74425795133072,28.70688898570308,19.496474788995968,2.385099142243963,4.060039474539029,27.59023075811587,2323.6282333811737,0.9233466808567421,0.22084390749643099,0.3055970017002365,0.1608188837398942,2.434198366198127,2.474709695396579,0.48694071323924826,0.08330258311179639,Sub-Healthy
5,16.24074561769746,-73.54071964969852,30.835223982219944,18.008887528024964,2.343245227673265,8.826847163309541,7.074174760062942,1116.863805225726,0.5727874801352514,0.3168671158835069,0.24092895945177129,0.030912639570753204,1.8217146341970492,1.040361620087526,0.7904152503192102,0.1855802367835554,Unhealthy
6,16.239780813448107,-83.88516433024978,77.14283492970655,25.31925055007159,3.41356930970422,1.7932098787902233,43.30521258665431,1192.7508205452161,0.3700882659243274,0.17358508902345376,0.4335219912003818,0.4745847980647496,2.8199226544676117,3.756628926898033,0.9162708373435314,0.21932818403091914,Unhealthy
7,12.32334448672798,-81.54064048375034,47.7252850328013,27.370437693475296,4.249672537069335,7.991185934877676,23.326445850089428,1647.3078573053804,0.7589731976603536,0.15407371479379545,0.020894242338618835,0.32253773268682245,1.5718785208533856,4.922161216125417,0.38836687767154754,0.2578642536448449,Healthy
8,44.647045830997406,-70.55630439042764,78.78750291074222,2.3403896013668306,4.676100232676344,8.627928697492628,3.280430334224475,100.6989135868902,0.26479180381761774,0.2912237441539093,0.3237146241397875,0.43907487127606926,2.6745309145348077,4.8625028913503705,0.5964100265846463,0.5654033919505043,Sub-Healthy
9,34.04460046972835,-112.52323937985699,11.209784968616598,20.872557733646193,7.117274951500107,2.6363588755360485,28.207480698678026,799.6085745102808,0.6965747386758572,0.2515741887210703,0.38265969486322277,0.3396477224815603,1.6223885936955937,1.6437480448096737,0.5006966277953099,0.5039657798253935,Sub-Healthy
10,38.32290311184182,-95.74025254498017,51.31926339897151,3.4514023753524126,1.5101238894925186,4.873118791349804,11.39395081557646,703.8722449638219,0.04931409549652475,0.29187050272924064,0.380945851748212,0.18170692760935592,2.9481206967549634,1.72499122426462,0.9816106556424329,0.20316003836420893,Unhealthy
11,10.823379771832098,-114.51533907262784,8.19329201741185,17.368042622165966,1.3120543380345975,2.4894979719729005,36.16620533447861,826.400545574314,0.8410139572331793,0.14689698773707638,0.44360661371228494,0.25878059580276164,2.899585953497192,3.2621556584786404,0.8310844073565952,0.06755484345568707,Unhealthy
12,48.79639408647977,-60.86323944023471,10.95205432825868,10.05371641322299,4.527195066495182,7.35943716094796,36.80199331047858,2437.1269433469797,0.4536891385511053,0.18664412674941266,0.36587170270059954,0.33949464637185267,1.3228417638902008,3.5492193057132977,0.9117377082773536,0.17143220447471808,Unhealthy
13,43.29770563201687,-63.91584622193707,91.11155806771905,10.589744786619953,7.274473229241824,5.818129912554911,44.05263101345978,911.0541839846852,0.6403259852143623,0.046529490511310105,0.4642659805156097,0.4803249009747116,2.714809176042008,3.9576716546634625,0.2543400875776042,0.9843813126186033,Unhealthy
14,18.493564427131048,-127.2401232042046,18.22831025617154,11.882838096665985,2.7409180866083434,6.717910120374889,22.584128896102666,655.4118339454296,0.22902544160861685,0.03087680427474183,0.16966501691134128,0.13056638226523976,2.619028435539123,1.72420144188859,0.7725264231625943,0.46854694979147227,Unhealthy
